code,label,sources,files
8CAL.00,Smoking cessation advice,DialogAdd|PatientData,NURSE2.htm|~V0.htm|~V40019.htm|~V40020.htm|~V40022.htm|~V40024.htm|~V40025.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
8CAM,,PatientData,~V40033.htm|~V40612.htm
8CAM.00,Alcohol Brief Intervention,DialogAdd,NURSE2.htm|~V40033.htm|~V40612.htm
8CAw.00,LARC advice,DialogAdd,NURSE2.htm|~V40025.htm
8CE,,PatientData,~V4001b.htm
8CE..00,Self Help Advice Leaflet Given,DialogAdd,~V4001b.htm
8CE0100,Insulin patient information booklet given,DialogAdd|PatientData,~V4003f.htm|~V40633.htm
8CE0200,Insulin Passport Given,DialogAdd|PatientData,~V4003f.htm|~V40633.htm
8CJ2,,PatientData,~V40017.htm
8CJ2.00,Percutaneous endoscopic gastrostomy feeding,DialogAdd,~V40017.htm
8CM1.00,On Gold Standard Palliative Care,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
8CMM.00,Has Anticipatory Care Plan,DialogAdd|PatientData,~V40020.htm
8CMS,,PatientData2,~V4001b.htm
8CMX,,PatientData,~V4001b.htm
8CMX.00,Review of Patient Goals,DialogAdd,~V4001b.htm
8CR4,,PatientData,~V4003b.htm|~V40630.htm
8CS..00,Agreement of Care Plan,DialogAdd|PatientData,~V40020.htm
8CS0,,PatientData,~V4003f.htm|~V40633.htm
8CS0.00,Diabetes care plan agreed,DialogAdd,~V4003f.htm|~V40633.htm
8Ce,,PatientData,~V40020.htm
8Ce1.00,Preferred Place of Care - Hospice,DialogAdd,~V40020.htm
8Ce3.00,Preferred Place of Care - Hospital,DialogAdd,~V40020.htm
8Ce4.00,Preferred Place of Care - Nursing Home,DialogAdd,~V40020.htm
8Ce5.00,Preferred Place of Care - Residential Home,DialogAdd,~V40020.htm
8CeA.00,Unable to Express Preference,DialogAdd,~V40020.htm
8CeB.00,Declined to Express Preference,DialogAdd,~V40020.htm
8D92,,PatientData,~V40017.htm
8D92.00,Self propelled wheel chair,DialogAdd,~V40017.htm
8D95,,PatientData,~V40017.htm
8D95.00,Wheelchair unspecified,DialogAdd,~V40017.htm
8D9A,,PatientData,~V40017.htm
8D9A.00,Attendant powered wheel chair,DialogAdd,~V40017.htm
8E...00,Physiotherapy/remedial Therapy,DialogAdd,~V40017.htm
8F3,,PatientData,~V40017.htm
8F3..00,Occupational Therapy,DialogAdd,~V40017.htm
8F9..00,Cardiac Rehabilitation,DialogAdd,~V40015.htm
8H2..00,,PatientData,~V4003a.htm|~V4063b.htm
8H23,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8H2P,,PatientData,~V4003a.htm|~V4063b.htm
8H2P.00,Emergency Admission,DialogAdd,~V4003a.htm|~V4063b.htm
8H2R,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
8H2R.00,COPD emergency hosp admission,DialogAdd,~V40039.htm|~V40636.htm
8H33.00,Day Hospital Care,DialogAdd|PatientData,~V40017.htm
8H34,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8H3Z.00,Other hospital admission NOS,DialogAdd|PatientData,~V4001a.htm
8H44,,PatientData,~V40015.htm
8H44.00,Cardiological referral,DialogAdd|PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
8H49,,PatientData,~V40016.htm
8H49.00,Psychiatric Referral,DialogAdd,~V40016.htm
8H4F.00,Referral to diabetologist,DialogAdd|PatientData,~V40018.htm
8H4R,,PatientData,~V40015.htm
8H4R.00,,PatientData,~V4003c.htm|~V40631.htm
8H62.00,Add Refer To GP,DialogAdd,~V40025.htm
8H6A.00,,PatientData,~V40020.htm
8H6G,,PatientData,~V4003b.htm|~V40630.htm
8H6G.00,Refer to GP - ACE inhibitor therapy,DialogAdd,~V4003b.htm|~V40630.htm
8H72.00,Refer District Nurse,DialogAdd,~V40025.htm
8H76,,PatientData,~V4001a.htm
8H76.00,Refer to dietician,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
8H7J.00,Referral OT,DialogAdd,~V40025.htm
8H7L.00,,PatientData,~V40020.htm
8H7X.00,Refer Podiatry,DialogAdd,~V40025.htm
8H7g,,PatientData,~V40039.htm|~V40636.htm
8H7g.00,Referral to palliative care service,DialogAdd|PatientData,~V40020.htm|~V40039.htm|~V40636.htm
8H7i,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8H7i.00,Refer Smoking Clinic,DialogAdd,~V40025.htm
8H7o000,,PatientData,~V4003c.htm|~V40631.htm
8H7t,,PatientData,~V40015.htm
8H7t.00,Referral to pharmacist,DialogAdd|PatientData,~V40015.htm|~V4001a.htm
8H84.00,1 week follow-up,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8H85.00,2 week follow-up,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8H86.00,3 week follow-up,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8HBE,,PatientData,~V4003c.htm|~V40631.htm
8HBE.00,Heart failure follow-up,DialogAdd|PatientData,~V4001a.htm
8HBG,,PatientData,~V4003f.htm|~V40633.htm
8HBH,,PatientData,~V4003f.htm|~V40633.htm
8HBJ,,PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8HBJ.00,Stroke / TIA Referral,DialogAdd,~V40017.htm|~V4003d.htm|~V40627.htm
8HBM,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8HE..00,Discharged from hospital,DialogAdd,~V40020.htm
8HG..00,Died in hospital,DialogAdd,~V40020.htm
8HH7.00,,PatientData,~V40020.htm
8HHB,,PatientData,~V4001a.htm
8HHB.00,Referral to Social Services,DialogAdd,~V4001a.htm
8HHH.00,Referral to Weight Mngt. Prog.,DialogAdd|PatientData,~V40033.htm|~V40612.htm
8HHP,,PatientData,~V40016.htm
8HHP.00,Referred to learning disabilities team,DialogAdd,~V40016.htm
8HHb.00,Referral to heart failure nurse,DialogAdd|PatientData,~V4001a.htm
8HJ3,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8HK9,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8HM9,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8HQ3,,PatientData,~V4003d.htm|~V40627.htm
8HQ3.00,Refer for MRI scan,DialogAdd,~V4003d.htm|~V40627.htm
8HQ4,,PatientData,~V4003d.htm|~V40627.htm
8HQ4.00,Refer for CAT scan,DialogAdd,~V4003d.htm|~V40627.htm
8HQ7.00,,PatientData,~V4003c.htm|~V40631.htm
8HQF,,PatientData,~V4003d.htm|~V40627.htm
8HQF.00,Refer for open MRI scan,DialogAdd,~V4003d.htm|~V40627.htm
8HR4.00,Ref for other Lung Function Test,DialogAdd|PatientData,~V4003a.htm|~V4063b.htm
8HRA.00,Refer Exercise ECG,DialogAdd,~V40025.htm
8HRC,,PatientData,~V4003a.htm|~V4063b.htm
8HRC.00,Refer for Spirometry,DialogAdd|PatientData,~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
8HTJ,,PatientData,~V40015.htm
8HTK,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8HTL,,PatientData,~V4003c.htm|~V40631.htm
8HTQ,,PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8HTQ.00,Referral to Stroke Clinic,DialogAdd,~V40017.htm|~V4003d.htm|~V40627.htm
8HTZ,,PatientData,~V40017.htm
8HTZ.00,Referral to clinic NOS,DialogAdd|PatientData,~V40017.htm
8HTc,,PatientData,~V40018.htm
8HTc.00,Referral to psychosexual clinic,DialogAdd,~V40018.htm
8HTi.00,Multidisciplinary diabetic clinic referral,DialogAdd|PatientData,~V40018.htm
8HTj,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
8HTj.00,Referral to erectile dysfunction clinic,DialogAdd,~V40018.htm|~V4003f.htm|~V40633.htm
8HVJ,,PatientData,~V40015.htm
8HVJ.00,,PatientData,~V4003c.htm|~V40631.htm
8Hd,,PatientData,~V40039.htm|~V40636.htm
8Hd..00,Admission to hospital,DialogAdd,~V40020.htm
8Hj0,,PatientData,~V4003f.htm|~V40633.htm
8Hj0.00,Refer to diabetes structured education programme,DialogAdd,~V4003f.htm|~V40633.htm
8Hj3,,PatientData,~V4003f.htm|~V40633.htm
8Hj3.00,Refer to DAFNE diabetes structured education programme,DialogAdd,~V4003f.htm|~V40633.htm
8Hj4,,PatientData,~V4003f.htm|~V40633.htm
8Hj4.00,Refer to DESMOND diabetes structured education programme,DialogAdd,~V4003f.htm|~V40633.htm
8Hj5,,PatientData,~V4003f.htm|~V40633.htm
8Hj5.00,Refer to XPERT diabetes structured education programme,DialogAdd,~V4003f.htm|~V40633.htm
8Hk0,,PatientData,~V4001a.htm
8Hk0.00,Referred to heart failure education group,DialogAdd,~V4001a.htm
8HkQ,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8Hkk.00,Referral to cardiac rehabilitation programme,DialogAdd,~V40015.htm
8I23,,PatientData,~V40025.htm
8I24,,PatientData,~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I24.00,Aspirin contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I25,,PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I25.00,Warfarin Contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I26,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I26.00,Beta Blocker contraindicated,DialogAdd|PatientData|PatientData2,~V40015.htm|~V4001a.htm|~V4003a.htm|~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm|~V4063b.htm
8I27,,PatientData,~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
8I27.00,Statins contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
8I28,,PatientData,~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I28.00,ACEi contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I2B,,PatientData,~V4003b.htm|~V40630.htm
8I2B.00,CCB contraindicated,DialogAdd,~V4003b.htm|~V40630.htm
8I2D,,PatientData,~V4003b.htm|~V40630.htm
8I2D.00,Diuretic contraindicated,DialogAdd,~V4003b.htm|~V40630.htm
8I2E,,PatientData,~V40015.htm|~V4001a.htm
8I2E.00,Pneumococcal Vaccination contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm|~V4003a.htm|~V4063b.htm
8I2F,,PatientData,~V40017.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40540.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
8I2F.00,Influenza vaccination contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm
8I2F0,,PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
8I2F000,Influenza contraindicated,DialogAdd,~V40020.htm|~V40025.htm|~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
8I2H,,PatientData,~V40015.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I2H.00,Angiotensin II Receptor antagonist contraincated,DialogAdd|PatientData,~V40015.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I2K,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2K.00,Clopidogrel contraindicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2R,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2R.00,Anticoagulation contraindicated,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2b,,PatientData,~V4003d.htm|~V40627.htm
8I2b.00,Dipyridamole contraindicated,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8I2g,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I2h,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I2i,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I2j,,PatientData,~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
8I2j.00,Spirometry contraindicated,DialogAdd|PatientData,~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
8I2o,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2o.00,Dabigatran contraindicated,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2r,,PatientData,~V40540.htm
8I2r.00,Shingles vaccination contraindicated,DialogAdd,~V40540.htm
8I2u,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I2u.00,Novel oral anticoagulant contraindicated,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I36,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I36.00,Beta Blocker Refused,DialogAdd|PatientData,~V40015.htm|~V4001a.htm|~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I37,,PatientData,~V4003e.htm|~V40638.htm
8I38,,PatientData,~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I38.00,Aspirin prophylaxis Refused,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I3A,,PatientData,~V4001a.htm
8I3A.00,Referral to dietician declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
8I3C,,PatientData,~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
8I3C.00,Statin Declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
8I3D,,PatientData,~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I3D.00,ACEi Declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I3E,,PatientData,~V40015.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I3E.00,Warfarin declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I3I,,PatientData,~V4003b.htm|~V40630.htm
8I3I.00,CCB declined,DialogAdd,~V4003b.htm|~V40630.htm
8I3K,,PatientData,~V4003b.htm|~V40630.htm
8I3K.00,Diuretic declined,DialogAdd,~V4003b.htm|~V40630.htm
8I3P,,PatientData,~V40015.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I3P.00,Angiotensin II receptor antagonist declined,DialogAdd|PatientData,~V40015.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I3Q,,PatientData,~V40015.htm|~V40020.htm
8I3Q.00,Pneumococcal Vaccination Declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm
8I3R,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I3R.00,Clopidogrel Declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I3V.00,Medication Review Declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm
8I3W,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
8I3W.00,Diabetic foot examination declined,DialogAdd,~V40018.htm
8I3X.00,Diabetic retinopathy refused,DialogAdd|PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
8I3Y,,PatientData,~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I3Y.00,BP procedure refused,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I3b,,PatientData,~V4003a.htm|~V4063b.htm
8I3b.00,Spirometry testing declined,DialogAdd|PatientData,~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
8I3d,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I3d.00,Anticoagulation Declined,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I3n,,PatientData,~V4003d.htm|~V40627.htm
8I3n.00,Dipyridamole Declined,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8I3w,,PatientData,~V40015.htm|~V4003f.htm|~V40633.htm
8I3w.00,Cholesterol test declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4003f.htm|~V40633.htm
8I61100,Dabigatran not indicated,DialogAdd|PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I62,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I62.00,Beta Blocker Not Indicated,DialogAdd|PatientData,~V40015.htm|~V4001a.htm|~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I63,,PatientData,~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
8I63.00,Statin Not Indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
8I64,,PatientData,~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I64.00,ACEi Not Indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I65,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I65.00,Warfarin Not Indicated,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I66,,PatientData,~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I66.00,Aspirin Not Indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I68,,PatientData,~V4003b.htm|~V40630.htm
8I68.00,CCB not indicated,DialogAdd,~V4003b.htm|~V40630.htm
8I6A,,PatientData,~V4003b.htm|~V40630.htm
8I6A.00,Diuretic not indicated,DialogAdd,~V4003b.htm|~V40630.htm
8I6B,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I6B.00,Clopidogrel Not Indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I6C,,PatientData,~V40015.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I6C.00,Angiotensin II receptor antagonist not indicated,DialogAdd|PatientData,~V40015.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I6D,,PatientData,~V40017.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40540.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
8I6D.00,Influenza Vaccination Not Indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm
8I6D0,,PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
8I6D000,Influenza not indicated,DialogAdd,~V40020.htm|~V40025.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
8I6F,,PatientData,~V40018.htm
8I6F.00,Diabetic retinopathy screening not indicated,DialogAdd,~V40018.htm|~V4003f.htm|~V40633.htm
8I6G,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
8I6G.00,Diabetic foot examination not indicated,DialogAdd,~V40018.htm
8I6H,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8I6L,,PatientData,~V4003a.htm|~V4063b.htm
8I6L.00,Spirometry not indicated,DialogAdd|PatientData,~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
8I6N,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I6N.00,Anticoagulation Not Indicated,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I6P.00,Pneumococcal Vacc. not Indicated,DialogAdd|PatientData,~V40020.htm
8I6a,,PatientData,~V4003d.htm|~V40627.htm
8I6a.00,Dipyridamole Not Indicated,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8I6i,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I6j,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I6k,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I6s,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I6s.00,Novel oral anticoagulant not indicated,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I70,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I70.00,Aspirin Not Tolerated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8I71,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I71.00,Warfarin Not Tolerated,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I72,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I72.00,Clopidogrel Not Tolerated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I73,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I73.00,Beta Blocker Not Tolerated,DialogAdd|PatientData,~V40015.htm|~V4001a.htm|~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I74,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I74.00,ACEi Not Tolerated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I75,,PatientData,~V40015.htm|~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I75.00,Angiotensin II receptor antagonist not tolerated,DialogAdd|PatientData,~V40015.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
8I76,,PatientData,~V40033.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40633.htm|~V40638.htm
8I76.00,Statin not tolerated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40638.htm
